Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),Outdoor PM2.5 (ug/m3),HCHO (ppb),TVOC (ppb)
America/New_York UTC-05:00,2020-12-24 14:00:00,25,9,6,16,422.9,15.6,60.0,73.1,2.2,,
America/New_York UTC-05:00,2020-12-24 13:00:00,23,8,6,15,421.9,15.3,59.6,71.3,3.8,,
America/New_York UTC-05:00,2020-12-24 12:00:00,26,9,6,15,422.2,14.6,58.3,72.7,6,,
America/New_York UTC-05:00,2020-12-24 11:00:00,222,222,172,196,425.3,14.5,58.0,71.3,7.4,,
America/New_York UTC-05:00,2020-12-24 10:00:00,1357,491,1799,2000,426.6,14.3,57.8,69.4,8.1,,
America/New_York UTC-05:00,2020-12-24 09:00:00,1357,491,1799,2000,431.6,13.5,56.3,69.7,9.2,,
America/New_York UTC-05:00,2020-12-24 08:00:00,1357,491,1799,2000,429.3,12.4,54.2,73.1,10.4,,
America/New_York UTC-05:00,2020-12-24 07:00:00,1357,491,1799,2000,423.1,11.1,51.9,76.4,12.7,,
America/New_York UTC-05:00,2020-12-24 06:00:00,1357,491,1799,2000,425.4,10.3,50.5,78.6,10.5,,
America/New_York UTC-05:00,2020-12-24 05:00:00,1357,491,1799,2000,466.9,8.1,46.5,76.8,,,
America/New_York UTC-05:00,2020-12-24 04:00:00,1357,491,1799,2000,487.4,7.1,44.8,74.1,12.5,,
America/New_York UTC-05:00,2020-12-24 03:00:00,1357,491,1799,2000,459.5,6.5,43.7,73.3,13.6,,
America/New_York UTC-05:00,2020-12-24 02:00:00,1357,491,1799,2000,475.4,5.6,42.0,71.9,14.7,,
America/New_York UTC-05:00,2020-12-24 01:00:00,1357,491,1799,2000,448.5,5.5,41.9,71.0,10.9,,
America/New_York UTC-05:00,2020-12-24 00:00:00,1357,491,1799,2000,438.7,5.5,42.0,70.0,9.7,,
America/New_York UTC-05:00,2020-12-23 22:00:00,1357,491,1799,2000,429.1,5.3,41.6,67.0,,,
America/New_York UTC-05:00,2020-12-23 23:00:00,1357,491,1799,2000,430.7,5.5,41.9,68.8,,,
America/New_York UTC-05:00,2020-12-23 21:00:00,1357,491,1799,2000,429.5,5.4,41.7,64.8,,,
America/New_York UTC-05:00,2020-12-23 20:00:00,1357,491,1799,2000,430.1,5.8,42.4,62.9,12,,
America/New_York UTC-05:00,2020-12-23 19:00:00,1357,491,1799,2000,427.5,5.9,42.7,61.3,15.6,,
America/New_York UTC-05:00,2020-12-23 18:00:00,1357,491,1799,2000,430.8,6.2,43.1,59.5,16.9,,
America/New_York UTC-05:00,2020-12-23 17:00:00,1357,491,1799,2000,425.6,6.3,43.4,58.8,13.5,,
America/New_York UTC-05:00,2020-12-23 16:00:00,1357,491,1799,2000,424.7,6.3,43.3,56.8,,,
America/New_York UTC-05:00,2020-12-23 15:00:00,1357,491,1799,2000,425.1,7.1,44.8,50.6,7.1,,
America/New_York UTC-05:00,2020-12-23 14:00:00,1357,491,1799,2000,430.3,8.3,46.9,47.4,5.7,,
America/New_York UTC-05:00,2020-12-23 13:00:00,1357,491,1799,2000,435.2,8.1,46.6,47.7,3.8,,
America/New_York UTC-05:00,2020-12-23 12:00:00,1357,491,1799,2000,448.3,7.7,45.8,47.6,3,,
America/New_York UTC-05:00,2020-12-23 11:00:00,1357,491,1799,2000,439.9,7.1,44.9,49.8,6.3,,
America/New_York UTC-05:00,2020-12-23 10:00:00,1357,491,1799,2000,424.6,6.9,44.4,50.6,,,
America/New_York UTC-05:00,2020-12-23 09:00:00,1357,491,1799,2000,431.8,5.9,42.7,54.3,,,
America/New_York UTC-05:00,2020-12-23 08:00:00,1357,491,1799,2000,446.5,4.1,39.4,58.8,5.3,,
America/New_York UTC-05:00,2020-12-23 07:00:00,1357,491,1799,2000,472.6,3.2,37.8,59.1,5.2,,
America/New_York UTC-05:00,2020-12-23 06:00:00,1357,491,1799,2000,436.9,3.6,38.5,57.5,4.7,,
America/New_York UTC-05:00,2020-12-23 05:00:00,1357,491,1799,2000,434.7,3.8,38.9,57.0,,,
America/New_York UTC-05:00,2020-12-23 04:00:00,1357,491,1799,2000,425.3,4.2,39.6,56.3,,,
America/New_York UTC-05:00,2020-12-23 03:00:00,1357,491,1799,2000,421.1,4.4,39.8,54.7,,,
America/New_York UTC-05:00,2020-12-23 02:00:00,1357,491,1799,2000,429.4,4.6,40.3,54.7,,,
America/New_York UTC-05:00,2020-12-23 01:00:00,1357,491,1799,2000,421.8,5.4,41.7,52.9,,,
America/New_York UTC-05:00,2020-12-23 00:00:00,1357,491,1799,2000,419.8,6.3,43.3,53.6,,,
America/New_York UTC-05:00,2020-12-22 23:00:00,1357,491,1799,2000,424.9,6.5,43.6,56.4,,,
America/New_York UTC-05:00,2020-12-22 22:00:00,1357,491,1799,2000,425.9,6.5,43.7,57.1,8.7,,
America/New_York UTC-05:00,2020-12-22 21:00:00,1357,491,1799,2000,427.1,6.5,43.7,57.9,9.7,,
America/New_York UTC-05:00,2020-12-22 20:00:00,1357,491,1799,2000,433.9,6.4,43.6,59.0,9.1,,
America/New_York UTC-05:00,2020-12-22 19:00:00,1357,491,1799,2000,433.8,6.8,44.3,56.1,8.8,,
America/New_York UTC-05:00,2020-12-22 18:00:00,1357,491,1799,2000,427.1,7.4,45.4,54.2,,,
America/New_York UTC-05:00,2020-12-22 17:00:00,1357,491,1799,2000,426.8,7.8,46.1,54.6,,,
America/New_York UTC-05:00,2020-12-22 16:00:00,744,433,871,969,427.6,8.0,46.4,54.4,,,
America/New_York UTC-05:00,2020-12-22 15:00:00,24,8,6,7,426.8,8.4,47.2,55.6,,,
America/New_York UTC-05:00,2020-12-22 14:00:00,24,8,6,7,427.4,8.9,48.1,57.7,,,
America/New_York UTC-05:00,2020-12-22 13:00:00,26,9,6,7,430.2,9.2,48.5,59.7,,,
America/New_York UTC-05:00,2020-12-22 12:00:00,39,13,9,11,431.7,9.1,48.4,63.9,25.1,,
America/New_York UTC-05:00,2020-12-22 11:00:00,60,23,16,18,433.5,7.8,46.0,69.1,31.6,,
America/New_York UTC-05:00,2020-12-22 10:00:00,82,38,27,29,444.0,6.8,44.2,74.6,,,
America/New_York UTC-05:00,2020-12-22 09:00:00,95,47,33,37,454.1,5.5,41.9,78.0,34.3,,
America/New_York UTC-05:00,2020-12-22 08:00:00,108,54,38,43,470.3,4.6,40.3,79.9,33.3,,
America/New_York UTC-05:00,2020-12-22 07:00:00,110,55,39,46,472.4,4.3,39.8,80.2,32.6,,
America/New_York UTC-05:00,2020-12-22 06:00:00,110,55,39,44,467.5,4.3,39.8,81.0,,,
America/New_York UTC-05:00,2020-12-22 05:00:00,107,53,38,42,464.8,4.3,39.8,80.7,,,
America/New_York UTC-05:00,2020-12-22 04:00:00,106,53,37,41,476.8,4.5,40.1,80.0,,,
America/New_York UTC-05:00,2020-12-22 03:00:00,104,52,37,41,471.2,4.5,40.2,79.3,,,
America/New_York UTC-05:00,2020-12-22 02:00:00,96,48,34,36,469.8,4.8,40.7,78.1,30.8,,
America/New_York UTC-05:00,2020-12-22 01:00:00,94,47,33,35,475.3,4.9,40.9,77.7,28.3,,
America/New_York UTC-05:00,2020-12-22 00:00:00,91,44,31,33,467.4,4.9,40.9,76.6,,,
America/New_York UTC-05:00,2020-12-21 23:00:00,88,42,30,32,464.7,5.0,41.1,75.9,,,
America/New_York UTC-05:00,2020-12-21 22:00:00,90,44,31,34,465.2,5.2,41.3,75.0,,,
America/New_York UTC-05:00,2020-12-21 21:00:00,88,43,30,32,456.7,5.3,41.6,74.1,,,
America/New_York UTC-05:00,2020-12-21 20:00:00,86,41,29,32,447.6,5.4,41.6,73.3,,,
America/New_York UTC-05:00,2020-12-21 19:00:00,814,439,976,1085,452.7,5.5,41.9,72.4,,,
America/New_York UTC-05:00,2020-12-21 18:00:00,1357,491,1799,2000,449.3,5.8,42.4,70.6,,,
America/New_York UTC-05:00,2020-12-21 17:00:00,1357,491,1799,2000,443.5,6.2,43.2,69.3,,,
America/New_York UTC-05:00,2020-12-21 16:00:00,1357,491,1799,2000,438.6,6.9,44.4,69.1,,,
America/New_York UTC-05:00,2020-12-21 15:00:00,1357,491,1799,2000,443.7,7.6,45.7,69.4,,,
America/New_York UTC-05:00,2020-12-21 14:00:00,1357,491,1799,2000,438.0,7.8,46.0,69.3,,,
America/New_York UTC-05:00,2020-12-21 13:00:00,1357,491,1799,2000,451.5,7.5,45.5,73.5,,,
America/New_York UTC-05:00,2020-12-21 12:00:00,1357,491,1799,2000,456.1,6.8,44.3,74.9,,,
America/New_York UTC-05:00,2020-12-21 11:00:00,1357,491,1799,2000,470.8,6.3,43.3,76.3,,,
America/New_York UTC-05:00,2020-12-21 10:00:00,1357,491,1799,2000,484.3,5.8,42.4,77.9,,,
America/New_York UTC-05:00,2020-12-21 09:00:00,1357,491,1799,2000,545.2,5.0,41.1,79.0,,,
America/New_York UTC-05:00,2020-12-21 08:00:00,1357,491,1799,2000,578.9,4.6,40.3,79.0,,,
America/New_York UTC-05:00,2020-12-21 07:00:00,1357,491,1799,2000,538.8,4.5,40.1,78.9,,,
America/New_York UTC-05:00,2020-12-21 06:00:00,1357,491,1799,2000,502.0,4.7,40.4,78.0,,,
America/New_York UTC-05:00,2020-12-21 05:00:00,1357,491,1799,2000,479.1,4.7,40.5,78.0,,,
America/New_York UTC-05:00,2020-12-21 04:00:00,1357,491,1799,2000,449.6,4.7,40.4,78.0,,,
America/New_York UTC-05:00,2020-12-21 03:00:00,1357,491,1799,2000,450.5,4.7,40.5,78.1,,,
America/New_York UTC-05:00,2020-12-21 02:00:00,1357,491,1799,2000,472.5,4.7,40.5,79.0,,,
America/New_York UTC-05:00,2020-12-21 01:00:00,1357,491,1799,2000,481.7,4.5,40.1,79.4,,,
America/New_York UTC-05:00,2020-12-21 00:00:00,1357,491,1799,2000,488.6,4.6,40.3,79.0,,,
America/New_York UTC-05:00,2020-12-20 23:00:00,1357,491,1799,2000,482.8,4.7,40.4,79.0,,,
America/New_York UTC-05:00,2020-12-20 22:00:00,1357,491,1799,2000,461.7,4.5,40.1,79.0,,,
America/New_York UTC-05:00,2020-12-20 21:00:00,1357,491,1799,2000,464.1,4.5,40.1,78.9,,,
America/New_York UTC-05:00,2020-12-20 20:00:00,1357,491,1799,2000,460.2,4.4,40.0,78.0,,,
America/New_York UTC-05:00,2020-12-20 19:00:00,1357,491,1799,2000,456.3,4.6,40.3,78.0,,,
America/New_York UTC-05:00,2020-12-20 18:00:00,1357,491,1799,2000,451.1,4.6,40.4,77.0,,,
America/New_York UTC-05:00,2020-12-20 17:00:00,1357,491,1799,2000,447.3,4.4,40.0,76.4,,,
America/New_York UTC-05:00,2020-12-20 16:00:00,1357,491,1799,2000,433.8,4.5,40.0,75.3,,,
America/New_York UTC-05:00,2020-12-20 15:00:00,1357,491,1799,2000,436.1,4.3,39.7,75.8,,,
America/New_York UTC-05:00,2020-12-20 14:00:00,1357,491,1799,2000,448.0,3.9,39.0,76.0,,,
America/New_York UTC-05:00,2020-12-20 13:00:00,1357,491,1799,2000,459.2,3.3,38.0,76.0,,,
America/New_York UTC-05:00,2020-12-20 12:00:00,1357,491,1799,2000,436.9,3.3,37.9,74.9,,,
America/New_York UTC-05:00,2020-12-20 11:00:00,1357,491,1799,2000,431.3,3.0,37.4,72.1,,,
America/New_York UTC-05:00,2020-12-20 10:00:00,1357,491,1799,2000,461.8,2.5,36.5,63.9,,,
America/New_York UTC-05:00,2020-12-20 09:00:00,1357,491,1799,2000,456.8,1.7,35.1,63.2,,,
America/New_York UTC-05:00,2020-12-20 08:00:00,1357,491,1799,2000,468.4,1.3,34.3,63.5,,,
America/New_York UTC-05:00,2020-12-20 07:00:00,1357,491,1799,2000,485.9,1.1,33.9,63.6,,,
America/New_York UTC-05:00,2020-12-20 06:00:00,1357,491,1799,2000,483.0,1.2,34.1,63.1,,,
America/New_York UTC-05:00,2020-12-20 05:00:00,1357,491,1799,2000,488.3,1.0,33.8,64.4,,,
America/New_York UTC-05:00,2020-12-20 04:00:00,1357,491,1799,2000,486.1,0.8,33.4,63.8,,,
America/New_York UTC-05:00,2020-12-20 03:00:00,1357,491,1799,2000,488.4,0.8,33.4,62.3,,,
America/New_York UTC-05:00,2020-12-20 02:00:00,1357,491,1799,2000,473.2,0.6,33.1,62.2,,,
America/New_York UTC-05:00,2020-12-20 01:00:00,1357,491,1799,2000,480.8,0.4,32.7,63.0,,,
America/New_York UTC-05:00,2020-12-20 00:00:00,1357,491,1799,2000,479.6,0.2,32.4,63.0,,,
America/New_York UTC-05:00,2020-12-19 23:00:00,1357,491,1799,2000,483.8,0.1,32.3,62.6,,,
America/New_York UTC-05:00,2020-12-19 22:00:00,1357,491,1799,2000,493.3,0.2,32.3,62.5,,,
America/New_York UTC-05:00,2020-12-19 21:00:00,1357,491,1799,2000,487.8,0.3,32.5,62.3,,,
America/New_York UTC-05:00,2020-12-19 20:00:00,1357,491,1799,2000,485.6,0.1,32.2,62.8,,,
America/New_York UTC-05:00,2020-12-19 19:00:00,1357,491,1799,2000,494.3,0.1,32.2,61.4,,,
America/New_York UTC-05:00,2020-12-19 18:00:00,1357,491,1799,2000,463.7,0.7,33.2,60.2,,,
America/New_York UTC-05:00,2020-12-19 17:00:00,1357,491,1799,2000,461.6,1.1,34.0,60.2,,,
America/New_York UTC-05:00,2020-12-19 16:00:00,1357,491,1799,2000,451.0,1.5,34.7,59.3,,,
America/New_York UTC-05:00,2020-12-19 15:00:00,1357,491,1799,2000,452.7,2.0,35.5,59.4,,,
America/New_York UTC-05:00,2020-12-19 14:00:00,1357,491,1799,2000,466.5,1.9,35.4,58.7,,,
America/New_York UTC-05:00,2020-12-19 13:00:00,1357,491,1799,2000,468.3,1.3,34.4,58.9,,,
America/New_York UTC-05:00,2020-12-19 12:00:00,1357,491,1799,2000,455.4,0.6,33.0,58.9,,,
America/New_York UTC-05:00,2020-12-19 11:00:00,1357,491,1799,2000,452.1,0.1,32.1,60.9,,,
America/New_York UTC-05:00,2020-12-19 10:00:00,1357,491,1799,2000,447.0,,,63.1,,,
America/New_York UTC-05:00,2020-12-19 09:00:00,1357,491,1799,2000,453.3,,,65.0,,,
America/New_York UTC-05:00,2020-12-19 08:00:00,1357,491,1799,2000,446.7,,,67.1,,,
America/New_York UTC-05:00,2020-12-19 07:00:00,1357,491,1799,2000,458.4,,,68.5,,,
America/New_York UTC-05:00,2020-12-19 06:00:00,1357,491,1799,2000,453.0,,,68.0,,,
America/New_York UTC-05:00,2020-12-19 05:00:00,1357,491,1799,2000,452.7,,,67.6,,,
America/New_York UTC-05:00,2020-12-19 04:00:00,1357,491,1799,2000,457.6,,,67.9,,,
America/New_York UTC-05:00,2020-12-19 03:00:00,1357,491,1799,2000,456.1,,,67.3,,,
America/New_York UTC-05:00,2020-12-19 02:00:00,1357,491,1799,2000,434.4,,,65.2,,,
America/New_York UTC-05:00,2020-12-19 01:00:00,1357,491,1799,2000,433.3,,,65.0,,,
America/New_York UTC-05:00,2020-12-19 00:00:00,1357,491,1799,2000,442.5,,,64.6,,,
America/New_York UTC-05:00,2020-12-18 23:00:00,1357,491,1799,2000,445.0,,,64.9,,,
America/New_York UTC-05:00,2020-12-18 22:00:00,1357,491,1799,2000,454.8,,,65.8,,,
America/New_York UTC-05:00,2020-12-18 21:00:00,1357,491,1799,2000,441.3,,,65.8,,,
America/New_York UTC-05:00,2020-12-18 20:00:00,1357,491,1799,2000,450.4,0.1,32.1,67.2,,,
America/New_York UTC-05:00,2020-12-18 19:00:00,1357,491,1799,2000,480.1,0.1,32.2,67.2,,,
America/New_York UTC-05:00,2020-12-18 18:00:00,1357,491,1799,2000,469.0,0.6,33.2,65.9,,,
America/New_York UTC-05:00,2020-12-18 17:00:00,1357,491,1799,2000,467.6,1.5,34.8,69.2,,,
America/New_York UTC-05:00,2020-12-18 16:00:00,1357,491,1799,2000,458.4,2.1,35.7,68.9,,,
America/New_York UTC-05:00,2020-12-18 15:00:00,1357,491,1799,2000,438.6,2.3,36.2,67.2,,,
America/New_York UTC-05:00,2020-12-18 14:00:00,1357,491,1799,2000,432.6,2.3,36.1,66.4,,,
America/New_York UTC-05:00,2020-12-18 13:00:00,1357,491,1799,2000,430.4,2.0,35.7,65.3,,,
America/New_York UTC-05:00,2020-12-18 12:00:00,1357,491,1799,2000,429.9,1.8,35.3,65.8,,,
America/New_York UTC-05:00,2020-12-18 11:00:00,1357,491,1799,2000,429.4,1.3,34.3,67.5,,,
America/New_York UTC-05:00,2020-12-18 10:00:00,1357,491,1799,2000,428.5,0.2,32.4,68.1,,,
America/New_York UTC-05:00,2020-12-18 09:00:00,1357,491,1799,2000,429.5,,,69.2,,,
America/New_York UTC-05:00,2020-12-18 08:00:00,1357,491,1799,2000,437.8,,,71.2,,,
America/New_York UTC-05:00,2020-12-18 07:00:00,1295,485,1704,1895,433.6,,,71.1,,,
America/New_York UTC-05:00,2020-12-18 06:00:00,14,5,3,4,434.6,,,72.3,,,
America/New_York UTC-05:00,2020-12-18 05:00:00,13,4,3,4,431.9,,,72.3,,,
America/New_York UTC-05:00,2020-12-18 04:00:00,14,5,3,4,429.9,,,72.9,,,
America/New_York UTC-05:00,2020-12-18 03:00:00,13,4,3,4,430.3,,,72.8,,,
America/New_York UTC-05:00,2020-12-18 02:00:00,14,5,3,4,441.6,,,73.2,,,
America/New_York UTC-05:00,2020-12-18 01:00:00,13,5,3,4,443.8,,,73.9,,,
America/New_York UTC-05:00,2020-12-18 00:00:00,11,4,3,3,431.8,,,73.5,,,
America/New_York UTC-05:00,2020-12-17 23:00:00,13,5,3,4,430.0,,,73.4,,,
America/New_York UTC-05:00,2020-12-17 22:00:00,13,4,3,4,427.6,,,73.0,,,
America/New_York UTC-05:00,2020-12-17 21:00:00,12,4,3,3,427.8,,,72.3,,,
America/New_York UTC-05:00,2020-12-17 20:00:00,13,5,3,4,431.0,,,72.5,,,
America/New_York UTC-05:00,2020-12-17 19:00:00,13,5,3,4,434.2,,,73.6,,,
America/New_York UTC-05:00,2020-12-17 18:00:00,10,4,3,3,433.6,0.1,32.1,73.1,,,
America/New_York UTC-05:00,2020-12-17 17:00:00,10,3,2,3,424.9,0.4,32.7,73.5,,,
America/New_York UTC-05:00,2020-12-17 16:00:00,99,50,35,39,424.4,0.8,33.5,74.2,,,
America/New_York UTC-05:00,2020-12-17 15:00:00,8,3,2,3,428.6,1.2,34.2,77.2,,,
America/New_York UTC-05:00,2020-12-17 14:00:00,6,2,1,2,421.6,1.1,34.1,78.0,,,
America/New_York UTC-05:00,2020-12-17 13:00:00,6,2,1,2,420.0,1.1,33.9,77.9,,,
America/New_York UTC-05:00,2020-12-17 12:00:00,753,433,884,983,417.3,0.7,33.3,78.4,,,
America/New_York UTC-05:00,2020-12-17 11:00:00,9,3,2,3,416.2,0.1,32.2,80.9,,,
America/New_York UTC-05:00,2020-12-17 10:00:00,7,2,2,3,413.7,,,83.4,,,
America/New_York UTC-05:00,2020-12-17 09:00:00,6,2,2,3,412.3,,,84.6,,,
America/New_York UTC-05:00,2020-12-17 08:00:00,6,2,1,3,411.1,,,85.2,,,
America/New_York UTC-05:00,2020-12-17 07:00:00,6,2,1,2,408.4,,,86.3,,,
America/New_York UTC-05:00,2020-12-17 06:00:00,8,3,2,3,405.4,,,87.7,,,
America/New_York UTC-05:00,2020-12-17 05:00:00,8,3,2,3,405.4,,,87.0,,,
America/New_York UTC-05:00,2020-12-17 04:00:00,7,2,2,3,405.3,,,87.0,,,
America/New_York UTC-05:00,2020-12-17 03:00:00,9,3,2,3,408.3,,,88.6,,,
America/New_York UTC-05:00,2020-12-17 02:00:00,15,5,4,5,406.5,,,89.9,,,
America/New_York UTC-05:00,2020-12-17 01:00:00,15,5,4,4,410.2,,,89.1,,,
America/New_York UTC-05:00,2020-12-17 00:00:00,14,5,3,5,411.0,,,89.0,,,
America/New_York UTC-05:00,2020-12-16 23:00:00,17,6,4,5,411.8,,,89.0,,,
America/New_York UTC-05:00,2020-12-16 22:00:00,24,8,6,7,415.4,,,88.9,,,
America/New_York UTC-05:00,2020-12-16 21:00:00,23,8,6,6,420.6,,,89.0,,,
America/New_York UTC-05:00,2020-12-16 20:00:00,31,11,7,9,421.5,,,89.1,,,
America/New_York UTC-05:00,2020-12-16 19:00:00,28,10,7,7,423.3,,,88.1,,,
America/New_York UTC-05:00,2020-12-16 18:00:00,25,9,6,7,424.8,,,87.4,,,
America/New_York UTC-05:00,2020-12-16 17:00:00,21,7,5,6,428.7,,,83.1,7.4,,
America/New_York UTC-05:00,2020-12-16 16:00:00,16,5,4,6,425.9,,,75.7,6.1,,
America/New_York UTC-05:00,2020-12-16 14:00:00,1357,491,1799,2000,422.9,0.9,33.6,57.6,5.8,,
America/New_York UTC-05:00,2020-12-16 15:00:00,691,428,790,879,422.8,0.3,32.6,66.8,6.5,,
America/New_York UTC-05:00,2020-12-16 13:00:00,1357,491,1799,2000,427.7,1.0,33.9,56.1,5.3,,
America/New_York UTC-05:00,2020-12-16 12:00:00,1357,491,1799,2000,426.6,0.8,33.5,54.4,,,
America/New_York UTC-05:00,2020-12-16 11:00:00,1357,491,1799,2000,432.5,0.5,32.8,51.9,6.9,,
America/New_York UTC-05:00,2020-12-16 10:00:00,1357,491,1799,2000,435.3,,,50.5,5.9,,
America/New_York UTC-05:00,2020-12-16 09:00:00,1357,491,1799,2000,438.1,,,48.0,5.5,,
America/New_York UTC-05:00,2020-12-16 08:00:00,1357,491,1799,2000,437.9,,,47.1,4.8,,
America/New_York UTC-05:00,2020-12-16 07:00:00,1357,491,1799,2000,435.6,,,44.6,,,
America/New_York UTC-05:00,2020-12-16 06:00:00,1357,491,1799,2000,429.7,,,42.5,6.1,,
America/New_York UTC-05:00,2020-12-16 05:00:00,1357,491,1799,2000,415.9,,,41.3,,,
America/New_York UTC-05:00,2020-12-16 04:00:00,1357,491,1799,2000,412.7,,,42.6,7.2,,
America/New_York UTC-05:00,2020-12-16 03:00:00,1357,491,1799,2000,415.2,,,45.0,7.7,,
America/New_York UTC-05:00,2020-12-16 02:00:00,1357,491,1799,2000,419.5,,,48.3,7.3,,
America/New_York UTC-05:00,2020-12-16 01:00:00,1357,491,1799,2000,418.3,,,48.9,5.4,,
America/New_York UTC-05:00,2020-12-16 00:00:00,1357,491,1799,2000,419.0,0.1,32.2,48.3,3.7,,
America/New_York UTC-05:00,2020-12-15 23:00:00,1357,491,1799,2000,418.9,0.4,32.8,48.4,4.1,,
America/New_York UTC-05:00,2020-12-15 22:00:00,1357,491,1799,2000,420.9,1.2,34.1,48.4,5.6,,
America/New_York UTC-05:00,2020-12-15 21:00:00,1357,491,1799,2000,420.8,1.7,35.1,47.9,5,,
America/New_York UTC-05:00,2020-12-15 20:00:00,1357,491,1799,2000,422.2,2.2,36.0,47.0,5.9,,
America/New_York UTC-05:00,2020-12-15 19:00:00,1357,491,1799,2000,422.3,2.8,37.1,47.6,7.2,,
America/New_York UTC-05:00,2020-12-15 18:00:00,1357,491,1799,2000,429.2,3.4,38.2,47.4,7.2,,
America/New_York UTC-05:00,2020-12-15 17:00:00,1357,491,1799,2000,424.4,3.9,39.0,45.0,6.9,,
America/New_York UTC-05:00,2020-12-15 16:00:00,1357,491,1799,2000,425.9,4.9,40.8,45.5,7.2,,
America/New_York UTC-05:00,2020-12-15 15:00:00,1357,491,1799,2000,425.1,6.0,42.7,46.1,3.1,,
America/New_York UTC-05:00,2020-12-15 14:00:00,1357,491,1799,2000,422.1,6.2,43.2,46.1,2,,
America/New_York UTC-05:00,2020-12-15 13:00:00,1357,491,1799,2000,421.5,5.9,42.7,46.9,1.8,,
America/New_York UTC-05:00,2020-12-15 12:00:00,1357,491,1799,2000,424.3,5.9,42.7,47.0,,,
America/New_York UTC-05:00,2020-12-15 11:00:00,1357,491,1799,2000,421.3,5.5,41.9,48.3,2.9,,
America/New_York UTC-05:00,2020-12-15 10:00:00,1357,491,1799,2000,421.5,4.7,40.5,51.9,3.5,,
America/New_York UTC-05:00,2020-12-15 09:00:00,1357,491,1799,2000,429.9,3.3,38.0,54.8,4.4,,
America/New_York UTC-05:00,2020-12-15 08:00:00,1357,491,1799,2000,437.5,2.0,35.6,57.3,4.4,,
America/New_York UTC-05:00,2020-12-15 07:00:00,1357,491,1799,2000,440.8,1.1,34.0,58.3,4.6,,
America/New_York UTC-05:00,2020-12-15 06:00:00,1357,491,1799,2000,438.9,1.4,34.5,57.9,,,
America/New_York UTC-05:00,2020-12-15 05:00:00,1357,491,1799,2000,423.6,1.7,35.0,58.2,5,,
America/New_York UTC-05:00,2020-12-15 04:00:00,1357,491,1799,2000,420.7,1.8,35.3,59.5,5.9,,
America/New_York UTC-05:00,2020-12-15 03:00:00,1357,491,1799,2000,425.3,2.0,35.7,60.3,7.6,,
America/New_York UTC-05:00,2020-12-15 02:00:00,1357,491,1799,2000,428.3,2.2,35.9,61.0,5.9,,
America/New_York UTC-05:00,2020-12-15 01:00:00,1357,491,1799,2000,429.8,2.6,36.6,60.9,4.9,,
America/New_York UTC-05:00,2020-12-15 00:00:00,1357,491,1799,2000,421.8,3.2,37.7,59.9,6.6,,
America/New_York UTC-05:00,2020-12-14 23:00:00,1357,491,1799,2000,418.4,3.9,39.0,61.0,5.5,,
America/New_York UTC-05:00,2020-12-14 22:00:00,1076,464,1373,1527,416.5,4.4,39.9,64.9,5.3,,
America/New_York UTC-05:00,2020-12-14 21:00:00,21,7,5,5,438.1,4.6,40.2,73.2,8,,
America/New_York UTC-05:00,2020-12-14 20:00:00,21,7,5,5,436.5,4.8,40.6,74.6,10,,
America/New_York UTC-05:00,2020-12-14 19:00:00,23,8,5,6,454.6,4.8,40.7,75.8,10.3,,
America/New_York UTC-05:00,2020-12-14 18:00:00,20,7,5,6,457.8,5.1,41.1,76.0,8.7,,
America/New_York UTC-05:00,2020-12-14 17:00:00,19,7,5,6,456.4,5.4,41.8,76.0,6.6,,
America/New_York UTC-05:00,2020-12-14 16:00:00,17,6,4,5,449.6,5.7,42.2,76.0,6.4,,
America/New_York UTC-05:00,2020-12-14 15:00:00,19,6,5,5,446.1,5.7,42.3,76.0,6.3,,
America/New_York UTC-05:00,2020-12-14 14:00:00,27,9,7,8,447.2,5.8,42.4,76.2,,,
America/New_York UTC-05:00,2020-12-14 13:00:00,32,11,8,9,440.8,6.1,43.0,74.8,9.7,,
America/New_York UTC-05:00,2020-12-14 12:00:00,33,12,8,9,447.9,6.7,44.0,74.1,11.5,,
America/New_York UTC-05:00,2020-12-14 11:00:00,38,13,9,11,452.7,7.1,44.8,72.9,12.8,,
America/New_York UTC-05:00,2020-12-14 10:00:00,30,10,7,9,450.2,6.9,44.4,72.0,11.1,,
America/New_York UTC-05:00,2020-12-14 09:00:00,20,7,5,6,440.8,6.7,44.0,70.5,6.5,,
America/New_York UTC-05:00,2020-12-14 08:00:00,188,168,128,142,441.2,7.0,44.6,65.6,4.9,,
America/New_York UTC-05:00,2020-12-14 07:00:00,1357,491,1799,2000,445.1,7.9,46.2,57.6,3.6,,
America/New_York UTC-05:00,2020-12-14 06:00:00,1357,491,1799,2000,428.6,7.8,46.1,56.8,3,,
America/New_York UTC-05:00,2020-12-14 05:00:00,1357,491,1799,2000,429.1,8.4,47.1,55.4,2.7,,
America/New_York UTC-05:00,2020-12-14 04:00:00,1357,491,1799,2000,425.1,8.7,47.7,55.2,4.5,,
America/New_York UTC-05:00,2020-12-14 03:00:00,1357,491,1799,2000,420.8,9.0,48.3,54.0,7.7,,
America/New_York UTC-05:00,2020-12-14 02:00:00,1357,491,1799,2000,422.5,9.3,48.8,55.5,10.5,,
